filename,title,journal,date,test,hrRat,ipRat,userRat,creatorRat
IJHS-2004_Corporations_Commemoration_Lloyds,Corporations and commemoration: first world war remembrance Lloyds TSB and the national memorial arboretum,International Journal of Heritage Studies,2004-11-05,0,0.9990736805788866,0.000926319421113388,0.025597269624573378,0.020477815699658702
JIPL-2018_Designing_Singapore_Regime,Designing for the future—2017 reforms to Singapore’s registered designs regime Simon Seow and William Kwek*,Journal of Intellectual Property Law,2018-04-03,1,0.09846243714558335,0.9015375628544166,0.09221902017291066,0.20461095100864554
IJHS-2009_Birthplace_Australian_Multiculturalism,‘The Birthplace of Australian Multiculturalism?’ Retrospective Commemoration Participatory Memoralisation and Official Heritage,International Journal of Heritage Studies,2009-07-17,0,0.48768130233524687,0.5123186976647532,0.0657672849915683,0.050590219224283306
JIPL-2011_Horizontal_Commercial_Sophisticated,Horizontal patents commercial benefit and sophisticated patent strategies Oliver Baldus*,Journal of Intellectual Property Law,2011-05-13,0,-1.0,-1.0,-1.0,-1.0
IJHS-2015_Transactions_Festival_Pacific,Heritage transactions at the Festival of Pacific Arts,International Journal of Heritage Studies,2014-10-17,0,0.4876738692980296,0.5123261307019704,0.07317073170731707,0.10894308943089431
IJHS-2007_Cultural_Heritage_Robots,On the Cultural Heritage of Robots,International Journal of Heritage Studies,2006-12-07,1,0.6069398434218782,0.3930601565781217,0.07180156657963446,0.06657963446475196
IJCP-1997_Protection_Property_Arab,The Protection of Cultural Property in the Arab World,International Journal of Cultural Property,2007-05-09,0,0.4876976799573414,0.5123023200426585,0.09605263157894736,0.28421052631578947
IJHS-2014_Antiquity_Memorial_Arboretum,Antiquity at the National Memorial Arboretum,International Journal of Heritage Studies,2014-04-16,1,0.993758900254284,0.006241099745715988,0.03469079939668175,0.015082956259426848
JWIP-2007_Diclosure_Origin_Applications,Asking and Telling: Can Disclosure of Origin Requirements in Patent Applications Make a Difference?,Journal of World Intellectual Property,2007-04-18,0,-1.0,-1.0,-1.0,-1.0
JIPL-2018_Strange_Scandecor_Starbucks,‘Turn and face the strange’*,Journal of Intellectual Property Law,2017-12-15,0,-1.0,-1.0,-1.0,-1.0
IJHS-2019_Dignity_Female_Artists,Dignity and voice in silence: contemporary female visual artists quiet empathy,International Journal of Heritage Studies,2017-07-18,0,-1.0,-1.0,-1.0,-1.0
JWIP-2015_Plant_Protection_Kenya,-,Journal of World Intellectual Property,2015-06-15,0,0.10635901145155933,0.8936409885484408,0.2,0.44
JWIP-2012_Unified_Theory_IP,Toward a Unified Theory of Intellectual Property: The Differentiating Capacity (and Function) as the Thread That Unites All its Components,Journal of World Intellectual Property,2012-07-06,1,0.034562910863872094,0.9654370891361278,0.10907504363001745,0.19284467713787085
IJCP-2008_Coordinate_Antiquities_England,A Coordinated Legal and Policy Approach to Undiscovered Antiquities: Adapting the Cultural Heritage Policy of England and Wales to Other Nations of Origin,International Journal of Cultural Property,2008-09-03,1,0.9322911893057615,0.06770881069423856,0.07734806629834254,0.08701657458563536
IJCP-2000_Salvor_Marine_Archaeology,Salvor in possession: friend or foe to marine archaeology,International Journal of Cultural Property,2000-12-19,1,0.9987451654767633,0.0012548345232367725,0.05988409529942048,0.09980682549903412
IJCP-2017_God_Buddhist_Mummy,-,International Journal of Cultural Property,2017-06-21,0,0.9969122880560657,0.0030877119439341838,0.07415254237288135,0.0847457627118644
JIPL-2012_Licence_Enforcement,Licence enforcement James J. D. Wagner*,Journal of Intellectual Property Law,2012-02-15,0,0.487850636699608,0.512149363300392,0.3443708609271523,0.3708609271523179
IJHS-2002_Riverbank_Marketing_Maritime,Tales from the Riverbank: place-marketing and maritime heritages,International Journal of Heritage Studies,2002-03-09,1,0.8394629435862361,0.16053705641376398,0.02252252252252252,0.04954954954954955
JWIP-2017_Ratification_Marrakesh_Arab,The ratification and implementation of the Marrakesh Treaty for visually impaired persons in the Arab Gulf States,Journal of World Intellectual Property,2017-10-26,1,0.24756338101487751,0.7524366189851225,0.2567478604344964,0.2119815668202765
JWIP-2012_Biodiversity_Fetishism_Brazil,Biodiversity Fetishism and Biotechnology Promises in Brazil: From Policy Contradictions to Legal Adjustments,Journal of World Intellectual Property,2012-02-16,0,-1.0,-1.0,-1.0,-1.0
JIPL-2006_Dilution_International_Obligations,,Journal of Intellectual Property Law,2006-04-21,1,3.00000089999998e-14,0.9999999999999699,0.0392156862745098,0.37254901960784315
IJCP-2002_UNESCO_Underwater_Heritage,UNESCO Convention on the Protection of the Underwater Cultural Heritage,International Journal of Cultural Property,2002-07-18,0,-1.0,-1.0,-1.0,-1.0
IJHS-2007_Integrate_Research_Management,Natural World Heritage: A New Approach to Integrate Research and Management,International Journal of Heritage Studies,2007-07-03,0,-1.0,-1.0,-1.0,-1.0
IJCP-2008_IP_Textile_Ghana,Historical Threads: Intellectual Property Protection of Traditional Textile Designs: The Ghanaian Experience and African Perspectives,International Journal of Cultural Property,2008-09-03,0,-1.0,-1.0,-1.0,-1.0
IJHS-2017_Destruction_Mitigation_Reconciliation,Destruction mitigation and reconciliation of cultural heritage,International Journal of Heritage Studies,2017-03-27,0,0.9999996533774806,3.466225193745906e-07,0.053927315357561546,0.05275498241500586
