filename,title,journal,date,test,hrRat,ipRat,userRat,creatorRat
JWIP-2009_Multilateralizing_TRIPS_Strategy,Multilateralizing TRIPs-Plus Agreements: Is the US Strategy a Failure?,Journal of World Intellectual Property,2009-04-07,0,-1.0,-1.0,-1.0,-1.0
IJHS-2014_Unauthorising_Popular_Music,Unauthorising popular music heritage: outline of a critical framework,International Journal of Heritage Studies,2014-02-13,0,-1.0,-1.0,-1.0,-1.0
IJCP-1998_Heritage_Protection_Functionalism,-,International Journal of Cultural Property,1999-02-22,0,-1.0,-1.0,-1.0,-1.0
JWIP-2012_Influence_Demographic_SriLanka,Influence of Demographic and Technical Profile on Success of Independent Inventors in Sri Lanka,Journal of World Intellectual Property,2012-12-03,1,0.5,0.5,0.07822085889570553,0.11349693251533742
IJCP-1992_Export_UK_Waverley,The Export Licensing Rules in the United Kingdom and the Waverley Criteria,International Journal of Cultural Property,2007-05-09,0,-1.0,-1.0,-1.0,-1.0
JWIP-1999_Pharma_India_TRIPS,The Pharmaceutical Industry in India,Journal of World Intellectual Property,2005-10-12,0,-1.0,-1.0,-1.0,-1.0
JWIP-2000_Effects_Compulsory_Lecensing_Health,The Effects of Compulsory Licensing on Innovation and Access to Health Care,Journal of World Intellectual Property,2005-10-12,0,-1.0,-1.0,-1.0,-1.0
IJCP-2016_Destruction_Syrian_Conflict,-,International Journal of Cultural Property,2016-02-20,1,0.5889573708852618,0.4110426291147381,0.06927985414767548,0.09206927985414767
JWIP-2001_Benefits_TRIPS_Africa,Potential and Substantial Benefits of the Trips Agreement to the Member Countries of the African Intellectual Property Organization in the Patent Field,Journal of World Intellectual Property,2005-10-12,0,-1.0,-1.0,-1.0,-1.0
JWIP-2017_IP_Development_Validity,Intellectual property and development&#x2014;narratives and their empirical validity,Journal of World Intellectual Property,2017-05-06,0,-1.0,-1.0,-1.0,-1.0
IJHS-2017_White_Noise_Crowd,White noise: sound materiality and the crowd in contemporary heritage practice,International Journal of Heritage Studies,2016-12-28,1,0.5668536413280119,0.433146358671988,0.0944055944055944,0.04020979020979021
IJCP-2007_Sand_Exploration_Hominid,A Line in the Sand? Explorations of the Cultural Heritage Value of  Hominid Pongid and Robotid Artifacts,International Journal of Cultural Property,2007-08-28,0,-1.0,-1.0,-1.0,-1.0
IJCP-2005_Trouble_Work_Intangible,Heritage Trouble: Recent Work on the Protection of Intangible  Cultural Property,International Journal of Cultural Property,2005-03-11,0,-1.0,-1.0,-1.0,-1.0
JWIP-2005_Protection_IP_WTO,Further Protection of Intellectual Property Rights in the Wto,Journal of World Intellectual Property,2006-02-13,0,-1.0,-1.0,-1.0,-1.0
JIPL-2015_Keep_Inn_Out,To keep INN or out Sachin Bindal and Amit Koli*,Journal of Intellectual Property Law,2015-09-07,0,-1.0,-1.0,-1.0,-1.0
JWIP-2005_Biotechnology_Farmers_Developing,Biotechnology Intellectual Property Rights and the Rights of Farmers in Developing Countries,Journal of World Intellectual Property,2005-10-09,0,-1.0,-1.0,-1.0,-1.0
JIPL-2007_Prizes_European_Patent,Points and prizes or how to Play Your Cards Right at the European Patent Office1 Richard Howson*,Journal of Intellectual Property Law,2007-02-27,0,-1.0,-1.0,-1.0,-1.0
JWIP-1999_Internationalization_Copyright_China,Internationalization and Upgrading of Copyright Legislation of the Mainland of China and Hong Kong,Journal of World Intellectual Property,2005-10-13,1,0.42369327912960053,0.5763067208703996,0.635,0.655
IJCP-2006_Revising_Heritage_Functional,Revising the Concept for Cultural Heritage: The Argument for a  Functional Approach,International Journal of Cultural Property,2006-11-06,0,-1.0,-1.0,-1.0,-1.0
IJHS-1999_Franchising_Imperialism_Globalisation,,International Journal of Heritage Studies,2006-10-16,0,-1.0,-1.0,-1.0,-1.0
