filename,title,journal,date,test,hrRat,ipRat,userRat,creatorRat
IJCP-1994_Protecting_Irelands_Archaeological,Protecting Ireland's Archaeological Heritage,International Journal of Cultural Property,2007-05-09,0,-1.0,-1.0,-1.0,-1.0
JIPL-2017_Omani_Courts_Photographs,Through the eyes of Omani courts: Copyright protection of photographs Riyadh Al-Balushi*,Journal of Intellectual Property Law,2017-09-22,0,-1.0,-1.0,-1.0,-1.0
IJHS-2000_Horizons_Natural_Boundaries,Expanding Horizons: environmental and cultural values within natural boundaries,International Journal of Heritage Studies,2001-12-14,1,0.9999989057702938,1.0942297063550868e-06,0.030136986301369864,0.06575342465753424
IJCP-1995_Australias_Movable_Heritage,The Protection of Australia's Movable Cultural Heritage,International Journal of Cultural Property,2007-05-09,0,-1.0,-1.0,-1.0,-1.0
IJCP-2012_Recycling_Texts_Plagiarism,-,International Journal of Cultural Property,2012-11-30,0,-1.0,-1.0,-1.0,-1.0
JWIP-1998_Regional_Commercial_Unions,The Role of Intellectual Property Law in Regional Commercial Unions,Journal of World Intellectual Property,2005-10-14,0,-1.0,-1.0,-1.0,-1.0
JWIP-2004_HR_IP_Conflict,Human Rights and Intellectual Property,Journal of World Intellectual Property,2005-10-10,0,-1.0,-1.0,-1.0,-1.0
IJHS-2018_Archives_Recordkeepping_Manifesto,Inclusive archives and recordkeeping: towards a critical manifesto,International Journal of Heritage Studies,2018-01-31,0,-1.0,-1.0,-1.0,-1.0
JWIP-2003_Preserving_Originality_Cyberspace,Preserving Originality in Cyberspace,Journal of World Intellectual Property,2005-10-12,0,-1.0,-1.0,-1.0,-1.0
JIPL-2008_Private_Copying_UK,Does private copying need an update in the UK? Jaime Espantaleo´n*,Journal of Intellectual Property Law,2008-02-09,0,-1.0,-1.0,-1.0,-1.0
JIPL-2012_Stems_Cell,Where now for stems cell patents? Scott Parker and Paul England*,Journal of Intellectual Property Law,2012-10-09,0,-1.0,-1.0,-1.0,-1.0
JIPL-2006_Contribution_Collaboration_Authorship,,Journal of Intellectual Property Law,2006-02-21,0,-1.0,-1.0,-1.0,-1.0
IJHS-2004_Measuring_Learning_Outcomes,Measuring Learning Outcomes in Museums Archives and Libraries: The Learning Impact Research Project (LIRP),International Journal of Heritage Studies,2004-04-28,1,0.7055589602193194,0.29444103978068065,0.18831942789034564,0.023837902264600714
IJHS-2013_Pit_Landascape_Scars,The pit: landscape scars as potential cultural tools,International Journal of Heritage Studies,2013-10-17,0,-1.0,-1.0,-1.0,-1.0
IJHS-2010_Analogue_Digital_Dynamics,From analogue to digital and back again: institutional dynamics of heritage innovation,International Journal of Heritage Studies,2010-09-28,0,-1.0,-1.0,-1.0,-1.0
JWIP-2001_Public_Pharmaceutical_SA,Public Interest versus the Pharmaceutical Industry's Monopoly in South Africa,Journal of World Intellectual Property,2005-10-13,0,-1.0,-1.0,-1.0,-1.0
JWIP-2000_Action_Agenda_Next_WTO,An Action Agenda for the Next Wto Round,Journal of World Intellectual Property,2005-10-12,0,-1.0,-1.0,-1.0,-1.0
IJCP-1996_Restitution_Israeli_Aspects,Restitution of Archaeological Artifacts: The Arab-Israeli Aspects,International Journal of Cultural Property,2010-02-25,0,-1.0,-1.0,-1.0,-1.0
JWIP-2013_Gaps_Norms_Digital,Bridging the Gaps Between Social and Legal Norms Concerning Protection of Intellectual and Artistic Creations: On the Crisis of Copyright Law in the Digital Era,Journal of World Intellectual Property,2013-05-17,0,-1.0,-1.0,-1.0,-1.0
IJCP-2006_ICOM_Museum_Korea,ICOM Code of Ethics for Museums&#8212;As approved by the 21st  General Assembly of ICOM in Seoul Republic of Korea 8 October 2004,International Journal of Cultural Property,2007-02-20,0,-1.0,-1.0,-1.0,-1.0
JIPL-2005_Domain_Property,,Journal of Intellectual Property Law,2005-11-08,0,-1.0,-1.0,-1.0,-1.0
IJCP-1992_Cultural_Property_Rose,Cultural Property and Sufficient Interest: the Rose and the Globe sites,International Journal of Cultural Property,2007-05-09,0,-1.0,-1.0,-1.0,-1.0
IJCP-2012_Marine_Ecosystems_Micronesia,-,International Journal of Cultural Property,2012-07-26,0,-1.0,-1.0,-1.0,-1.0
IJCP-2000_Poverty_Documentary_Nigeria,The poverty of documentary heritage management in Nigeria,International Journal of Cultural Property,2000-08-14,1,0.9904672590089351,0.009532740991064973,0.05255878284923928,0.058091286307053944
JWIP-2009_Multilateralizing_TRIPS_Strategy,Multilateralizing TRIPs-Plus Agreements: Is the US Strategy a Failure?,Journal of World Intellectual Property,2009-04-07,0,-1.0,-1.0,-1.0,-1.0
IJHS-2014_Unauthorising_Popular_Music,Unauthorising popular music heritage: outline of a critical framework,International Journal of Heritage Studies,2014-02-13,1,0.9887734199443124,0.011226580055687586,0.08379888268156424,0.1378026070763501
IJCP-1998_Heritage_Protection_Functionalism,-,International Journal of Cultural Property,1999-02-22,0,-1.0,-1.0,-1.0,-1.0
JWIP-2012_Influence_Demographic_SriLanka,Influence of Demographic and Technical Profile on Success of Independent Inventors in Sri Lanka,Journal of World Intellectual Property,2012-12-03,0,-1.0,-1.0,-1.0,-1.0
IJCP-1992_Export_UK_Waverley,The Export Licensing Rules in the United Kingdom and the Waverley Criteria,International Journal of Cultural Property,2007-05-09,1,0.934981788552739,0.06501821144726126,0.16775599128540306,0.25272331154684097
JWIP-1999_Pharma_India_TRIPS,The Pharmaceutical Industry in India,Journal of World Intellectual Property,2005-10-12,0,-1.0,-1.0,-1.0,-1.0
JWIP-2000_Effects_Compulsory_Lecensing_Health,The Effects of Compulsory Licensing on Innovation and Access to Health Care,Journal of World Intellectual Property,2005-10-12,1,1.0365903306210651e-07,0.999999896340967,0.11526717557251909,0.08396946564885496
IJCP-2016_Destruction_Syrian_Conflict,-,International Journal of Cultural Property,2016-02-20,0,-1.0,-1.0,-1.0,-1.0
JWIP-2001_Benefits_TRIPS_Africa,Potential and Substantial Benefits of the Trips Agreement to the Member Countries of the African Intellectual Property Organization in the Patent Field,Journal of World Intellectual Property,2005-10-12,1,2.1528239263691167e-10,0.9999999997847177,0.24085365853658536,0.35365853658536583
JWIP-2017_IP_Development_Validity,Intellectual property and development&#x2014;narratives and their empirical validity,Journal of World Intellectual Property,2017-05-06,0,-1.0,-1.0,-1.0,-1.0
IJHS-2017_White_Noise_Crowd,White noise: sound materiality and the crowd in contemporary heritage practice,International Journal of Heritage Studies,2016-12-28,0,-1.0,-1.0,-1.0,-1.0
IJCP-2007_Sand_Exploration_Hominid,A Line in the Sand? Explorations of the Cultural Heritage Value of  Hominid Pongid and Robotid Artifacts,International Journal of Cultural Property,2007-08-28,0,-1.0,-1.0,-1.0,-1.0
IJCP-2005_Trouble_Work_Intangible,Heritage Trouble: Recent Work on the Protection of Intangible  Cultural Property,International Journal of Cultural Property,2005-03-11,0,-1.0,-1.0,-1.0,-1.0
JWIP-2005_Protection_IP_WTO,Further Protection of Intellectual Property Rights in the Wto,Journal of World Intellectual Property,2006-02-13,0,-1.0,-1.0,-1.0,-1.0
JIPL-2015_Keep_Inn_Out,To keep INN or out Sachin Bindal and Amit Koli*,Journal of Intellectual Property Law,2015-09-07,0,-1.0,-1.0,-1.0,-1.0
JWIP-2005_Biotechnology_Farmers_Developing,Biotechnology Intellectual Property Rights and the Rights of Farmers in Developing Countries,Journal of World Intellectual Property,2005-10-09,1,0.0031168466129882595,0.9968831533870119,0.2608695652173913,0.33695652173913043
JIPL-2007_Prizes_European_Patent,Points and prizes or how to Play Your Cards Right at the European Patent Office1 Richard Howson*,Journal of Intellectual Property Law,2007-02-27,0,-1.0,-1.0,-1.0,-1.0
JWIP-1999_Internationalization_Copyright_China,Internationalization and Upgrading of Copyright Legislation of the Mainland of China and Hong Kong,Journal of World Intellectual Property,2005-10-13,1,3.049491385931925e-06,0.999996950508614,0.635,0.655
IJCP-2006_Revising_Heritage_Functional,Revising the Concept for Cultural Heritage: The Argument for a  Functional Approach,International Journal of Cultural Property,2006-11-06,0,-1.0,-1.0,-1.0,-1.0
IJHS-1999_Franchising_Imperialism_Globalisation,,International Journal of Heritage Studies,2006-10-16,0,-1.0,-1.0,-1.0,-1.0
IJHS-2008_Media_Interaction_Place,The Social Production of Heritage through Cross‐media Interaction: Making Place for Place‐making,International Journal of Heritage Studies,2008-04-23,0,-1.0,-1.0,-1.0,-1.0
IJCP-1994_China_Trade_Embargo,The People's Republic of China and the Illicit Trade in Cultural Property: Is the Embargo Approach the Answer?,International Journal of Cultural Property,2007-05-09,1,0.9999818980790561,1.8101920943800727e-05,0.020242914979757085,0.10526315789473684
IJCP-2015_Pattern_Recognition_Regulation,-,International Journal of Cultural Property,2015-11-18,0,-1.0,-1.0,-1.0,-1.0
IJHS-2008_Conserving_Queens_Pier,Conserving Hong Kong’s Heritage: The Case of Queen’s Pier,International Journal of Heritage Studies,2008-10-31,0,-1.0,-1.0,-1.0,-1.0
JIPL-2008_Patent_Damages_Europe,Patent damages: the European landscape Gregory J. Urbanchuk and James R. Tumbridge*,Journal of Intellectual Property Law,2008-08-14,0,-1.0,-1.0,-1.0,-1.0
JWIP-2018_Informal_Protection_Productivity,Do formal and informal protection methods affect firms' productivity and financial performance?,Journal of World Intellectual Property,2018-06-01,0,-1.0,-1.0,-1.0,-1.0
IJHS-1999_Development_Yield_Management,,International Journal of Heritage Studies,2006-10-16,0,-1.0,-1.0,-1.0,-1.0
IJCP-2015_Indonesian_Inventory_Obligation,-,International Journal of Cultural Property,2015-04-21,1,0.892081855935583,0.10791814406441702,0.05017921146953405,0.027479091995221028
IJHS-2001_Monument_British_France,In the Shadows of Monuments: the British League for the Reconstruction of the Devastated Areas of France,International Journal of Heritage Studies,2001-12-14,0,-1.0,-1.0,-1.0,-1.0
IJCP-1993_Attribution_Claim_Objectivity,Attribution and the Claim to Objectivity,International Journal of Cultural Property,2007-05-09,0,-1.0,-1.0,-1.0,-1.0
IJCP-1993_Penal_Protection_Canada,Penal Protection of Cultural Property: The Canadian Approach,International Journal of Cultural Property,2007-05-09,0,-1.0,-1.0,-1.0,-1.0
JIPL-2014_International_Harmonization_Japan,International harmonization of the grace period: the experience of Japan Shohei Ishimaru and Yuichiro Nakaya*,Journal of Intellectual Property Law,2013-12-14,0,-1.0,-1.0,-1.0,-1.0
JIPL-2006_Exhaustion_Importation_Turkish,,Journal of Intellectual Property Law,2006-06-28,1,0.0070768213159679546,0.9929231786840321,0.3357664233576642,0.35766423357664234
JIPL-2018_Trumping_Marks_Nepal,-,Journal of World Intellectual Property,2019-01-10,0,-1.0,-1.0,-1.0,-1.0
JWIP-2007_IP_US_FTA,Intellectual Property Rights in the Making: The Evolution of Intellectual Property Provisions in US Free Trade Agreements and Access to Medicine,Journal of World Intellectual Property,2007-11-26,0,-1.0,-1.0,-1.0,-1.0
IJCP-2017_Rights_Indigeneity_Rastafari,-,International Journal of Cultural Property,2017-03-08,0,-1.0,-1.0,-1.0,-1.0
IJCP-1994_US_Reconsiders_Hague,The United States Reconsiders the 1954 Hague Convention,International Journal of Cultural Property,2007-05-09,0,-1.0,-1.0,-1.0,-1.0
IJHS-2018_Irreconcilable_Precarious_Tourism,An irreconcilable first-place: the precarious life of tourism and heritage in a southern European historic centre,International Journal of Heritage Studies,2017-12-09,0,-1.0,-1.0,-1.0,-1.0
JIPL-2008_Wikiship_Copyright,Authorship ownership wikiship: copyright in the twenty-first century Jeremy Phillips*,Journal of Intellectual Property Law,2008-11-11,0,-1.0,-1.0,-1.0,-1.0
JWIP-2009_IP_Black_Olympic,China the Intellectual Property Black Hole Hosts the XXIX Olympiad: Measures the People's Republic of China Undertook to Secure the Protection of Olympic-related Intellectual Property Rights,Journal of World Intellectual Property,2009-03-17,0,-1.0,-1.0,-1.0,-1.0
JWIP-2004_Rhetoric_Realism_Benefit,Rhetoric Realism and Benefit-Sharing,Journal of World Intellectual Property,2005-10-11,0,-1.0,-1.0,-1.0,-1.0
IJCP-2005_Framework_Secretariat_Expression,Regional Framework for the Protection of Traditional Knowledge and  Expressions of Culture Secretariat of the Pacific Community: Model Law  for the Protection of Traditional Knowledge and Expressions of  Culture,International Journal of Cultural Property,2006-03-09,0,-1.0,-1.0,-1.0,-1.0
IJCP-2015_Coownership_Preventing_Claims,-,International Journal of Cultural Property,2015-09-18,1,0.9975570206216774,0.0024429793783226268,0.03949730700179533,0.03052064631956912
JIPL-2005_Trademark_Transit_Cacophony,,Journal of Intellectual Property Law,2005-11-08,0,-1.0,-1.0,-1.0,-1.0
IJCP-1999_Patent_Landscape_Dichotomizing,How do you patent a landscape? The perils of dichotomizing cultural and intellectual property,International Journal of Cultural Property,1999-11-02,1,0.9912499276418899,0.008750072358110145,0.14382632293080055,0.20488466757123475
IJHS-2015_Heritage_Diplomacy,Heritage diplomacy,International Journal of Heritage Studies,2015-09-26,1,0.9999913450578443,8.654942155679076e-06,0.03422619047619048,0.03720238095238095
IJHS-2006_Quedlinburg_Transformations_Germany,Quedlinburg—10 Years on the World Heritage List: East–West Transformations of a Small Historic Town in Central Germany,International Journal of Heritage Studies,2006-01-26,0,-1.0,-1.0,-1.0,-1.0
IJCP-2011_Climate_Dimension_Protection,-,International Journal of Cultural Property,2011-12-12,0,-1.0,-1.0,-1.0,-1.0
IJHS-2016_Cannes_Film_Festival,Making heritage at the Cannes Film Festival,International Journal of Heritage Studies,2016-09-02,0,-1.0,-1.0,-1.0,-1.0
IJHS-2009_Resonant_Materiality_Remembering,Resonant Materiality and Violent Remembering: Archaeology Memory and Bombing,International Journal of Heritage Studies,2009-02-10,0,-1.0,-1.0,-1.0,-1.0
JWIP-2010_Patenting_Nanotechnology_Regulation,-,Journal of World Intellectual Property,2009-12-17,1,0.021085679547617052,0.9789143204523829,0.09353233830845771,0.1383084577114428
IJHS-2015_Pilgrimage_Devotional_Practices,Pilgrimage devotional practices and the consumption of sacred places in ancient Egypt and contemporary Syria,International Journal of Heritage Studies,2015-02-13,1,0.9998832546933936,0.00011674530660644426,0.04056437389770723,0.029982363315696647
IJHS-1998_Dracula_Heritage_Marketing,,International Journal of Heritage Studies,2006-10-16,0,-1.0,-1.0,-1.0,-1.0
JIPL-2011_IP_Issues_Chess,Intellectual property issues in chess games Alisa Melekhina and Neal Orkin*,Journal of Intellectual Property Law,2011-09-21,0,-1.0,-1.0,-1.0,-1.0
IJHS-2012_Diversity_Management_Rights,Cultural diversity cultural heritage and human rights: towards heritage management as human rights-based cultural practice,International Journal of Heritage Studies,2012-04-12,1,0.9999852335872015,1.4766412798439334e-05,0.26587301587301587,0.2857142857142857
IJHS-1998_Pullman_Illinois_Community,,International Journal of Heritage Studies,2006-10-16,0,-1.0,-1.0,-1.0,-1.0
JWIP-2007_IP_China_Ratios,Intellectual Property System in China: A Study of the Grant Lags and Ratios,Journal of World Intellectual Property,2007-01-22,0,-1.0,-1.0,-1.0,-1.0
IJHS-2005_Discontent_Industrial_History,Serving Up Culture: Heritage and its Discontents at an Industrial History Site,International Journal of Heritage Studies,2005-11-05,1,0.9999958448708033,4.155129196748617e-06,0.056555269922879174,0.07969151670951156
JIPL-2012_Dataco_Yahoo_ECJ,Football Dataco v Yahoo! Implications of the ECJ judgment David Rose and Nina O’Sullivan*,Journal of Intellectual Property Law,2012-11-23,0,-1.0,-1.0,-1.0,-1.0
IJHS-1997_Tourism_Management_Mali,,International Journal of Heritage Studies,2006-10-16,1,0.9998418163489478,0.0001581836510522407,0.041025641025641026,0.035897435897435895
JIPL-2006_Deal_Tales_Tabloids,,Journal of Intellectual Property Law,2005-12-23,0,-1.0,-1.0,-1.0,-1.0
IJCP-1996_Statutes_Limitations_Art,The Case Against Statutes of Limitations for Stolen Art,International Journal of Cultural Property,2010-02-25,0,-1.0,-1.0,-1.0,-1.0
JIPL-2011_Ad_Cryptic_Certainty,-,Journal of Intellectual Property Law,2010-12-24,1,2.554731657331652e-06,0.9999974452683427,0.042821158690176324,0.06801007556675064
JIPL-2017_Due_Cause,Due cause Ilanah Fhima*,Journal of Intellectual Property Law,2017-11-16,0,-1.0,-1.0,-1.0,-1.0
IJHS-2003_Obsolescence_Police_Precincts,The Threat of Obsolescence to Police Precincts on the Heritage 'Beat',International Journal of Heritage Studies,2003-05-01,0,-1.0,-1.0,-1.0,-1.0
JIPL-2012_Bayh_Dole,Bayh-Dole: statute regulation and implications for government contractors Bart A. Gerstenblith and Scott J. Popma*,Journal of Intellectual Property Law,2012-06-07,0,-1.0,-1.0,-1.0,-1.0
IJHS-2007_Watson_Forgetting_Canadian,A Monument’s Work is Never Done: The Watson Monument Memory and Forgetting in a Small Canadian City,International Journal of Heritage Studies,2007-02-07,1,0.999623774345927,0.00037622565407311695,0.029075804776739357,0.03842159916926272
IJHS-2010_Tropes_Texan_Trauma,Tropes of a Texan trauma: monumental Dallas after John F. Kennedy,International Journal of Heritage Studies,2010-09-28,1,0.999165302496759,0.0008346975032409704,0.04892367906066536,0.029354207436399216
JIPL-2017_Leviews_CJEU_Reprography,Levies in EU copyright law: an overview of the CJEU’s judgments on the fair compensation of private copying and reprography Alexandre L. Dias Pereira*,Journal of Intellectual Property Law,2017-07-11,0,-1.0,-1.0,-1.0,-1.0
JIPL-2015_Freeriding_Publishing_Europe,Is there free-riding? A comparative analysis of the problem of protecting publishing materials online in Europe1 Silvia Scalzini*,Journal of Intellectual Property Law,2015-05-12,0,-1.0,-1.0,-1.0,-1.0
IJHS-2011_Rennell_Mosunderstandings_Inconsistecies,East Rennell World Heritage Site: misunderstandings inconsistencies and opportunities in the implementation of the World Heritage Convention in the Pacific Islands,International Journal of Heritage Studies,2011-12-01,0,-1.0,-1.0,-1.0,-1.0
JWIP-2009_Designing_IP_Institutions,-,Journal of World Intellectual Property,2009-09-14,0,-1.0,-1.0,-1.0,-1.0
IJHS-2005_Rethinking_Ainu_Japan,Rethinking Ainu Heritage: A Case Study of an Ainu Settlement in Hokkaido Japan,International Journal of Heritage Studies,2005-06-06,0,-1.0,-1.0,-1.0,-1.0
JWIP-2011_Synthesis_US_India,Patenting PublicFunded Research for Technology Transfer: A ConceptualEmpirical Synthesis of US Evidence and Lessons for India,Journal of World Intellectual Property,2010-12-04,0,-1.0,-1.0,-1.0,-1.0
IJHS-2012_History_Castle_Warsaw,Constructing a ‘monument of national history and culture' in Poland: the case of the Royal Castle in Warsaw,International Journal of Heritage Studies,2012-08-31,0,-1.0,-1.0,-1.0,-1.0
IJCP-1995_Licit_Traffic_Arts,Licit International Traffic in Cultural Objects for Art's Sake,International Journal of Cultural Property,2007-05-09,1,0.9998526585594403,0.00014734144055972786,0.06967213114754098,0.14344262295081966
JIPL-2013_Initial_Interest_Confusion,Initial interest confusion Ilanah Simon Fhima*,Journal of Intellectual Property Law,2013-03-15,1,0.0036518112337619864,0.996348188766238,0.030303030303030304,0.09427609427609428
IJHS-2004_Pride_Passion_Service,Heritage: Pride or passion product or service?,International Journal of Heritage Studies,2004-07-06,0,-1.0,-1.0,-1.0,-1.0
JIPL-2009_Reasserting_Privacy_Doomsday,Re-asserting ‘privacy’ as a protectable interest: Warren and Brandeis confront the ‘First-Amendment Doomsday Machine’ Robert M. Kunstadt and Ilaria Maggioni*,Journal of Intellectual Property Law,2009-12-22,0,-1.0,-1.0,-1.0,-1.0
JWIP-2019_Open_Collaborative_Creation,Public open collaborative creation (POCC): A new archetype of authorship?,Journal of World Intellectual Property,2019-03-06,0,-1.0,-1.0,-1.0,-1.0
JIPL-2014_Valuing_Footsteps_Indigenous,Valuing footsteps—towards a valuation model of indigenous knowledge and cultural expression for the sustainability of indigenous people’s culture Brian Burﬁtt and Marion Heathcote*,Journal of Intellectual Property Law,2014-04-12,0,-1.0,-1.0,-1.0,-1.0
JIPL-2014_New_Zealand_Wai,New Zealand: Wai 262 report and after Barbara Sullivan and Lynell Tuffery-Huria*,Journal of Intellectual Property Law,2014-04-12,0,-1.0,-1.0,-1.0,-1.0
JIPL-2017_Biobank_Research_Obscurity,Biobank-related research and intellectual property rights: deconstructing the obscurity Rajam Neethu*,Journal of Intellectual Property Law,2017-04-11,1,0.0041390673715683115,0.9958609326284316,0.29796511627906974,0.19476744186046513
JWIP-2002_WTO_Jurisprudence_Asbesos,Non-Trade Concerns and the Wto Jurisprudence in the Asbestos Case,Journal of World Intellectual Property,2005-10-12,0,-1.0,-1.0,-1.0,-1.0
IJHS-2016_Inside_Out_Upside,All that we are  heritage inside out and upside down,International Journal of Heritage Studies,2016-06-07,1,0.9999971499336607,2.85006633928062e-06,0.06636155606407322,0.06864988558352403
IJCP-1998_Fundamental_Aims_Property,-,International Journal of Cultural Property,1999-02-22,0,-1.0,-1.0,-1.0,-1.0
JIPL-2018_Homemade_Fake_Fashion,The new era of home-made fake fashion: the phenomenon of home-sewn copies and the possibilities for fashion houses to take advantage Heidi Ha¨rko¨nen*,Journal of Intellectual Property Law,2018-10-16,0,-1.0,-1.0,-1.0,-1.0
JWIP-2011_Woods_Patent_Purpose,Not Seeing the Woods for the Trees: Is the Patent System Still Fit for Purpose?,Journal of World Intellectual Property,2011-06-20,0,-1.0,-1.0,-1.0,-1.0
IJHS-2011_Mockery_Labour_Potteries,In the spirit of self-mockery? Labour heritage and identity in the Potteries,International Journal of Heritage Studies,2011-06-23,0,-1.0,-1.0,-1.0,-1.0
IJCP-2010_Justifying_Criticizing_Removals,Justifying and Criticizing the Removals of Antiquities in Ottoman Lands: Tracking the Sigeion Inscription,International Journal of Cultural Property,2010-10-28,0,-1.0,-1.0,-1.0,-1.0
IJHS-2010_Community_Motivation_Authority,The politics of community heritage: motivations authority and control,International Journal of Heritage Studies,2010-01-30,0,-1.0,-1.0,-1.0,-1.0
JIPL-2016_Ceilings_Trademark_Protection,Ceilings for trade mark protection: some thoughts on s 92 TMA 1994,Journal of Intellectual Property Law,2016-09-27,0,-1.0,-1.0,-1.0,-1.0
JWIP-2017_Technology_Transfer_TRIPS,-,Journal of World Intellectual Property,2017-06-26,0,-1.0,-1.0,-1.0,-1.0
JIPL-2009_Transparency_Trust_Patent,Transparency trust and the patent system Konstantinos Karachalios and Shirin Elahi*,Journal of Intellectual Property Law,2009-10-16,0,-1.0,-1.0,-1.0,-1.0
JWIP-2001_AIDS_Pricing_TRIPS,The Aidsm Crisis Differential Pricing of Drugs and the Trips Agreement,Journal of World Intellectual Property,2005-10-13,0,-1.0,-1.0,-1.0,-1.0
JWIP-2010_Parallel_Importation_Taiwan,Parallel Importation of Copyright Products in Taiwan: A Struggle with International Trade Policy,Journal of World Intellectual Property,2010-09-22,0,-1.0,-1.0,-1.0,-1.0
JWIP-2007_Patenting_DNA_TRIPS,Patenting Human DNA: What Flexibilities Does the TRIPS Agreement Allow?,Journal of World Intellectual Property,2008-02-26,0,-1.0,-1.0,-1.0,-1.0
IJCP-1996_British_Abbey_Graces,The Protection of British Heritage: Woburn Abbey and The Three Graces,International Journal of Cultural Property,2007-05-09,0,-1.0,-1.0,-1.0,-1.0
IJCP-2011_Power_Relations_Knowledge,-,International Journal of Cultural Property,2011-09-26,0,-1.0,-1.0,-1.0,-1.0
IJHS-1999_Heritage_Gastronomy_Tourist,,International Journal of Heritage Studies,2006-10-16,1,0.9993569738504954,0.0006430261495047208,0.03088803088803089,0.02702702702702703
JWIP-1999_Trademark_Counterfeit_Kappa,Trade-Mark Protection and Counterfeiting,Journal of World Intellectual Property,2005-10-13,1,0.028450456608900835,0.9715495433910991,0.040229885057471264,0.15517241379310345
JIPL-2007_Moral_Rights_University,Moral rights in university students’ academic works Phil C. W. Chan*,Journal of Intellectual Property Law,2007-02-27,0,-1.0,-1.0,-1.0,-1.0
IJCP-2009_Destruction_Urbanization_Ramallah,Building Destruction: The Consequences of Rising Urbanization on Cultural Heritage in the Ramallah Province,International Journal of Cultural Property,2009-04-03,0,-1.0,-1.0,-1.0,-1.0
JWIP-2000_Cyberspace_Netlaw_Five,Net Law,Journal of World Intellectual Property,2005-10-12,0,-1.0,-1.0,-1.0,-1.0
JWIP-2002_TRIPS_Health_Doha,Mdicaments sans Frontires?,Journal of World Intellectual Property,2005-10-12,0,-1.0,-1.0,-1.0,-1.0
JWIP-2018_Bioinformatics_Innovations_Eligibility,Bioinformatics innovations and patent eligibility,Journal of World Intellectual Property,2018-06-01,1,1.8442045587139563e-06,0.9999981557954413,0.07883082373782108,0.1266607617360496
IJHS-2009_Eco_Tourism_Botswana,The Eco‐tourism of Cultural Heritage Management (ECT‐CHM): Linking Heritage and ‘Environment’ in the Okavango Delta Regions of Botswana,International Journal of Heritage Studies,2009-05-21,0,-1.0,-1.0,-1.0,-1.0
JWIP-2014_Exhaustion_Bowman_Monsanto,The Exhaustion Doctrine and Genetic Use Restriction Technologies: A Look at Bowman v Monsanto,Journal of World Intellectual Property,2014-12-11,0,-1.0,-1.0,-1.0,-1.0
JIPL-2011_Stones_Japan,Can’t get no satisfaction: Rolling Stones litigate in Japan John A. Tessensohn*,Journal of Intellectual Property Law,2011-02-09,1,9.327893522884646e-06,0.9999906721064771,0.046153846153846156,0.0641025641025641
IJHS-2002_Model_Citizenship_Cyprus,World Heritage as a Model for Citizenship: the case of Cyprus,International Journal of Heritage Studies,2002-06-28,0,-1.0,-1.0,-1.0,-1.0
